# Episodio, Score
184, -95.32
185, -90.08
186, -99.22
187, -54.02
188, -121.98
189, -33.33
190, -125.66
191, -74.45
192, -82.55
193, 9.84
194, -59.73
195, -24.96
196, -25.20
197, -92.94
198, -113.13
199, -108.70
200, -90.71
201, -81.27
202, -88.13
203, -62.51
204, -92.50
205, -54.07
206, -221.16
207, -76.34
208, -68.58
209, -51.56
210, 31.50
211, 4.81
212, -46.61
213, -59.83
214, -79.90
215, -21.37
216, -70.63
217, -59.76
218, -23.86
219, -45.02
220, -115.02
221, -81.80
222, -78.84
223, -101.13
224, -80.64
225, -25.08
226, -114.56
227, -35.22
228, -30.51
229, -170.83
230, -91.04
231, -79.04
232, -72.87
233, -112.92
234, -36.83
235, -205.22
236, -43.92
237, -28.20
238, -59.66
239, -54.29
240, -81.27
241, -79.29
242, -84.31
243, -15.18
244, -77.22
245, -43.19
246, -67.01
247, -98.41
248, -94.65
249, -69.15
250, -88.38
251, -59.34
252, -4.79
253, -40.84
254, -56.90
255, -84.49
256, -44.76
257, -48.13
258, -20.61
259, -75.33
260, -82.74
261, -9.11
262, -69.05
263, -56.46
264, -105.09
265, -115.72
266, 11.46
267, -62.35
268, -42.25
269, -62.86
270, -64.64
271, -22.22
272, -62.86
273, -63.84
274, -77.79
275, -75.40
276, -38.03
277, -164.10
278, -53.01
279, -26.53
280, -39.79
281, -81.94
282, -75.92
283, -104.78
284, -47.41
285, -47.07
286, -63.93
287, -47.65
288, -94.39
289, -38.49
290, -19.71
291, -62.67
292, -45.21
293, -35.95
294, -131.90
295, -33.23
296, -43.90
297, -85.24
298, -38.65
299, -190.72
300, -70.46
301, -32.70
302, -35.55
303, 27.19
304, -11.27
305, -163.23
306, -76.25
307, -237.08
308, -11.07
309, -104.72
310, -79.81
311, -155.88
312, -56.10
313, -73.62
314, -128.02
315, -90.54
316, -52.43
317, -77.10
318, -157.08
319, -54.51
320, -130.65
321, -60.53
322, -29.68
323, 21.82
324, -53.65
325, -175.47
326, -39.46
327, -59.38
328, -44.48
329, -18.68
330, -107.09
331, 3.02
332, -75.16
333, -24.59
334, 13.29
335, -88.85
336, -128.64
337, -117.66
338, -46.17
339, -214.25
340, -49.95
341, -33.48
342, -156.37
343, -26.75
344, -26.03
345, -195.41
346, -92.20
347, -30.06
348, -111.61
349, -10.41
350, -33.65
351, -28.21
352, -132.99
353, -158.25
354, -19.82
355, -382.63
356, 5.13
357, 25.12
358, -42.46
359, -68.34
360, -188.40
361, -5.59
362, -38.94
363, -14.80
364, -64.70
365, -44.86
366, -34.76
367, -21.23
368, -71.85
369, -215.96
370, -52.63
371, 16.72
372, -118.68
373, -141.68
374, -58.89
375, -31.11
376, -222.44
377, -100.79
378, -47.05
379, 4.36
380, 1.50
381, -6.63
382, -3.63
383, -17.33
384, 18.33
385, -30.07
386, -52.55
387, -187.84
388, -49.12
389, -74.62
390, -70.25
391, -190.66
392, -32.07
393, -26.70
394, -36.37
395, -30.18
396, 45.28
397, -81.63
398, -28.26
399, -99.29
400, -111.11
401, -84.48
402, -60.32
403, -23.82
404, -72.96
405, -59.71
406, -122.85
407, -123.98
408, 4.74
409, -12.51
410, 20.87
411, -23.92
412, -142.14
413, -77.91
414, -19.55
415, -92.11
416, -59.16
417, -30.85
418, -88.95
419, -87.33
420, -200.24
421, -157.70
422, -9.67
423, -149.83
424, -45.48
425, -75.31
426, -22.75
427, -200.30
428, -23.78
429, -61.82
430, -28.70
431, -50.52
432, 26.42
433, -164.12
434, -281.48
435, -145.93
436, -74.89
437, -39.21
438, -44.48
439, -34.40
440, -147.18
441, -13.73
442, 9.75
443, -96.39
444, -21.58
445, -58.59
446, -11.33
447, -29.37
448, 9.48
449, -34.54
450, -103.59
451, -55.33
452, 32.38
453, -71.18
454, -14.26
455, 116.34
456, -222.97
457, -100.69
458, 13.99
459, -20.47
460, -14.09
461, -29.66
462, 19.75
463, 52.19
464, 59.04
465, -15.67
466, 46.24
467, -247.04
468, -62.57
469, -107.90
470, -95.75
471, 74.06
472, 15.98
473, -92.09
474, -71.09
475, -12.74
476, -7.35
477, 46.81
478, -122.36
479, -149.10
480, 61.09
481, 15.18
482, -109.23
483, 67.67
484, -161.03
485, 20.16
486, 9.21
487, -23.53
488, -87.97
489, -26.89
490, 19.45
491, -159.05
492, -28.36
493, 138.79
494, 52.30
495, 186.04
496, 58.29
497, 37.58
498, 47.49
499, 57.48
500, 0.76
501, -11.18
502, -6.16
503, 21.56
504, -10.80
505, 54.03
506, -209.82
507, -7.72
508, -29.23
509, 10.71
510, 56.68
511, -35.83
512, 56.67
513, -52.11
514, 62.23
515, 99.41
516, 0.74
517, 2.25
518, -2.10
519, -143.69
520, 41.82
521, 21.41
522, 3.85
523, 49.28
524, 7.33
525, 64.79
526, 17.32
527, 0.09
528, 42.32
529, -3.24
530, 46.33
531, 42.08
532, 4.06
533, -181.87
534, -29.32
535, -5.90
536, -14.45
537, 83.40
538, -47.81
539, 1.13
540, 55.83
541, -45.17
542, -51.37
543, 16.63
544, 16.20
545, 15.20
546, -36.89
547, 77.34
548, 115.91
549, 21.90
550, -8.37
551, 23.42
552, -27.49
553, 77.00
554, 87.37
555, 5.20
556, 66.70
557, -45.72
558, 74.87
559, 73.33
560, 18.12
561, 27.76
562, -30.36
563, -3.11
564, 32.60
565, 91.32
566, 57.28
567, 50.16
568, 18.33
569, 37.69
570, 111.15
571, -41.63
572, 68.06
573, -52.15
574, -41.85
575, -7.05
576, -212.30
577, 79.22
578, -38.90
579, 41.95
580, -13.88
581, 75.47
582, 129.45
583, 251.92
584, -43.31
585, -53.04
586, 85.19
587, 0.42
588, 82.54
589, -11.61
590, 45.13
591, 104.31
592, 12.78
593, -20.91
594, 41.65
595, 87.87
596, 86.24
597, 93.66
598, 62.03
599, 65.63
600, 32.19
601, 45.80
602, -48.93
603, -157.43
604, 210.65
605, 179.17
606, 79.13
607, -99.02
608, 67.32
609, 13.67
610, -53.33
611, 11.07
612, -27.86
613, -188.37
614, 28.09
615, 184.52
616, -24.59
617, 6.51
618, 12.48
619, 67.52
620, 106.03
621, -47.27
622, -15.69
623, 24.23
624, 159.30
625, 6.12
626, 221.73
627, -41.05
628, -6.95
629, 134.16
630, 28.85
631, 25.96
632, 32.10
633, 170.19
634, -29.99
635, -10.26
636, 89.62
637, 14.19
638, 96.02
639, 41.20
640, 114.46
641, 197.37
642, 67.04
643, 104.36
644, 4.23
645, 105.96
646, -280.66
647, 97.19
648, 26.62
649, 93.75
650, 134.75
651, 115.58
652, -48.04
653, 80.64
654, -5.35
655, 114.38
656, 51.23
657, 223.35
658, 249.23
659, 78.88
660, 100.15
661, 95.56
662, 137.78
663, 103.02
664, -36.24
665, 107.63
666, 71.62
667, -16.18
668, -13.02
669, 26.09
670, -21.66
671, 5.75
672, 24.81
673, 100.84
674, 130.20
675, 114.63
676, 39.27
677, 39.05
678, 104.98
679, 85.25
680, 200.17
681, 224.57
682, 78.31
683, 223.98
684, 82.18
685, 156.92
686, 217.52
687, 140.32
688, 242.01
689, 252.75
690, 247.55
691, 92.20
692, 49.05
693, 109.98
694, 154.46
695, 76.15
696, -4.62
697, 49.25
698, 12.54
699, 72.27
700, 113.67
701, -31.42
702, 93.22
703, -6.65
704, 202.81
705, -203.18
706, 0.91
707, 289.25
708, -34.79
709, -36.38
710, 25.37
711, -15.09
712, 57.37
713, 256.19
714, -21.86
715, 2.25
716, 268.54
717, 126.11
718, 5.05
719, 239.95
720, 96.61
721, 232.70
722, 10.34
723, 91.12
724, 83.11
725, 97.99
726, -87.79
727, 91.48
728, 251.85
729, 238.64
730, -46.11
731, 54.92
732, 14.75
733, 126.20
734, 219.27
735, -16.82
736, 33.68
737, 76.30
738, 244.40
739, 118.15
740, 235.61
741, 33.81
742, 31.90
743, 94.81
744, 137.75
745, 183.23
746, 223.52
747, 253.25
748, 208.09
749, 124.54
750, 82.42
751, 19.86
752, -18.96
753, 137.00
754, -2.84
755, 240.16
756, 222.78
757, 220.13
758, 225.34
759, 4.35
760, 269.08
761, -20.45
762, 51.89
763, 192.24
764, -226.28
765, 70.69
766, 205.05
767, 152.16
768, 217.50
769, 144.46
770, 196.22
771, 55.34
772, 93.07
773, 125.26
774, 196.78
775, 194.35
776, 35.11
777, 210.79
778, 44.83
779, 3.27
780, -15.14
781, 81.29
782, -32.80
783, 192.04
784, 65.06
785, 211.99
786, 25.69
787, 188.06
788, 237.77
789, 215.83
790, 214.03
791, 240.90
792, 50.79
793, 130.88
794, 94.88
795, 211.97
796, 246.80
797, 186.17
798, 55.89
799, 218.57
800, 135.51
801, 262.82
802, -29.14
803, -15.01
804, 29.74
805, 125.14
806, 81.44
807, -8.55
808, 0.72
809, 180.13
810, 250.43
811, 230.10
812, 7.90
813, 141.39
814, 146.02
815, 234.49
816, -88.03
817, 8.56
818, 216.26
819, -39.32
820, 39.88
821, 168.91
822, -10.62
823, 45.04
824, 194.73
825, 258.62
826, 81.29
827, 226.13
828, 201.82
829, 199.60
830, 28.08
831, -4.58
832, 184.93
833, 248.21
834, -11.14
835, 235.28
836, 81.68
837, 246.55
838, 12.46
839, 220.33
840, 33.16
841, 233.84
842, 231.84
843, 132.46
844, 37.28
845, 275.16
846, 72.10
847, 274.33
848, 204.97
849, 38.22
850, 196.05
851, 14.44
852, 19.00
853, 235.88
854, -21.49
855, -85.34
856, 183.13
857, 233.90
858, 0.48
859, 196.49
860, 21.74
861, 237.60
862, 137.91
863, 30.99
864, 15.51
865, 82.60
866, 186.58
867, 244.14
868, 270.45
869, -23.80
870, -7.23
871, 245.59
872, 223.16
873, 232.86
874, 249.93
875, 212.38
876, 28.16
877, 214.40
878, 235.80
879, 249.04
880, 214.43
881, 31.39
882, -13.09
883, -31.78
884, 162.06
885, -1.11
886, 283.42
887, 232.77
888, 265.95
889, 263.49
890, 259.94
891, 132.66
892, 1.07
893, 28.49
894, 18.03
895, 25.39
896, 272.82
897, 228.52
898, 238.26
899, 16.90
900, 238.53
901, 214.68
902, 30.06
903, 162.42
904, 37.48
905, -37.62
906, 39.88
907, 30.45
908, 38.38
909, 164.56
910, 240.93
911, 250.69
912, 83.95
913, 13.24
914, 22.17
915, 259.68
916, 271.79
917, 270.14
918, 235.51
919, 231.24
920, 231.51
921, 31.98
922, 24.83
923, 242.50
924, 250.80
925, 113.65
926, -51.71
927, -14.91
928, 228.30
929, 1.18
930, -10.73
931, 248.14
932, 35.68
933, 230.41
934, 47.24
935, 9.09
936, 241.29
937, 237.49
938, 232.16
939, 14.81
940, 207.85
941, -4.94
942, -0.52
943, 258.69
944, -39.41
945, 12.23
946, -1.73
947, 44.64
948, 245.29
949, -4.40
950, 239.52
951, 242.09
952, 12.17
953, 10.37
954, 159.18
955, 231.61
956, 257.77
957, 245.37
958, 283.44
959, -11.87
960, 269.21
961, 234.34
962, 247.08
963, 54.70
964, 265.32
965, 26.12
966, 229.97
967, 245.87
968, 29.51
969, 217.44
970, 245.69
971, 249.57
972, 256.39
973, 252.20
974, 255.23
975, 257.45
976, 267.41
977, 249.61
978, 56.89
979, 240.83
980, 260.00
981, 233.51
982, 156.19
983, 40.36
984, 249.20
985, 229.69
986, 243.51
987, 233.28
988, 229.13
989, 246.90
990, -8.80
991, 64.69
992, 223.08
993, 293.32
994, 288.74
995, 184.55
996, 294.66
997, 267.23
998, 263.53
999, 164.69
1000, 155.51
1001, 229.52
1002, 236.63
1003, 275.68
1004, 259.62
1005, 257.66
1006, 4.43
1007, 117.12
1008, 287.96
1009, 250.86
1010, 249.99
1011, 218.85
1012, 208.51
1013, 240.90
1014, 25.92
1015, -68.21
1016, 186.03
1017, 234.64
1018, 251.81
1019, 218.31
1020, 253.64
1021, 254.85
1022, 274.44
1023, 223.64
1024, 219.12
1025, 257.89
1026, 253.66
1027, 15.72
1028, 215.39
1029, 236.06
1030, 282.99
1031, 30.15
1032, 265.96
1033, 253.09
1034, 28.14
1035, 222.73
1036, 52.14
1037, 270.62
1038, 36.22
1039, 10.59
1040, 228.05
1041, 220.55
1042, 260.18
1043, 255.25
1044, -46.92
1045, 65.57
1046, 264.69
1047, 208.15
1048, 247.91
1049, 234.27
1050, 240.31
1051, 269.53
1052, 260.63
1053, 286.60
1054, 89.54
1055, 272.03
1056, 222.95
1057, 101.23
1058, 237.97
1059, 230.83
1060, 267.98
1061, 248.59
1062, 262.69
1063, 241.94
1064, 227.09
1065, 221.87
1066, 250.24
1067, 250.15
1068, 28.25
1069, 163.59
1070, 248.93
1071, 256.78
1072, 248.56
1073, 267.08
1074, 231.30
1075, 226.25
1076, 239.39
1077, 247.10
1078, 200.33
1079, 211.45
1080, 266.79
1081, 267.69
1082, 20.03
1083, 261.95
1084, 250.78
1085, 266.33
1086, 52.95
1087, -57.32
1088, 226.77
1089, 252.82
1090, 262.76
1091, 287.86
1092, 263.41
1093, 235.84
1094, 43.31
1095, 215.97
1096, 15.32
1097, 174.58
1098, 253.46
1099, 260.43
1100, 24.45
1101, 279.70
1102, 84.87
1103, 267.11
1104, 257.63
1105, 239.34
1106, 300.48
1107, 284.00
1108, 234.13
1109, -45.29
1110, 253.35
1111, 14.12
1112, 176.32
1113, 64.70
1114, 254.29
1115, 299.91
1116, 187.59
1117, 265.42
1118, 255.96
1119, 23.58
1120, 9.19
1121, -42.07
1122, 252.11
1123, 218.55
1124, 256.07
1125, 25.58
1126, 279.89
1127, 234.74
1128, 248.15
1129, 187.92
1130, 270.38
1131, -130.27
1132, 269.40
1133, 1.12
1134, 31.95
1135, 243.45
1136, 242.62
1137, -10.37
1138, 24.99
1139, 270.82
1140, 246.51
1141, 223.05
1142, -16.49
1143, 244.48
1144, 21.83
1145, 246.75
1146, 263.09
1147, 57.88
1148, 34.55
1149, 49.92
1150, 258.22
1151, 157.44
1152, 18.04
1153, 30.55
1154, 232.36
1155, 248.49
1156, 267.11
1157, 18.68
1158, 30.39
1159, 44.94
1160, 238.63
1161, 232.99
1162, -38.35
1163, 256.54
1164, 273.37
1165, 31.40
1166, 246.94
1167, 253.01
1168, 252.22
1169, 253.23
1170, 250.71
1171, 273.60
1172, 248.38
1173, 258.99
1174, 252.65
1175, 284.44
1176, 293.43
1177, 15.62
1178, 33.66
1179, 272.19
1180, 25.63
1181, 249.93
1182, 18.35
1183, 55.18
1184, 248.08
1185, 277.50
1186, 251.04
1187, 37.52
1188, 268.18
1189, 48.69
1190, 276.67
1191, 254.77
1192, 278.75
1193, -6.46
1194, 279.16
1195, 5.62
1196, 257.79
1197, 242.12
1198, 250.28
1199, 10.04
1200, 42.64
1201, 254.07
1202, 13.56
1203, 272.05
1204, 244.62
1205, 257.30
1206, 285.72
1207, 236.71
1208, 272.20
1209, 156.34
1210, 288.45
1211, 271.22
1212, 250.53
1213, 239.99
1214, 261.95
1215, 256.76
1216, 273.51
1217, 271.56
1218, 263.98
1219, 22.76
1220, 270.02
1221, 120.78
1222, 290.64
1223, 265.12
1224, 39.66
1225, 259.24
1226, 258.72
1227, 258.84
1228, 233.58
1229, 184.82
1230, 275.69
1231, 272.04
1232, 264.59
1233, 242.22
1234, 15.22
1235, 231.20
1236, 118.27
1237, 184.05
1238, 25.33
1239, 218.42
1240, 282.23
1241, 296.17
1242, 233.56
1243, 243.67
1244, 149.78
1245, 241.32
1246, 238.85
1247, 245.40
1248, 273.19
1249, 253.29
1250, 264.33
1251, -30.00
1252, 1.27
1253, 276.42
1254, 303.15
1255, 276.53
1256, 276.90
1257, 241.49
1258, 33.62
1259, 269.67
1260, 247.41
1261, 16.93
1262, 257.63
1263, 289.78
1264, 215.85
1265, 243.07
1266, 22.29
1267, 272.46
1268, 33.59
1269, 279.33
1270, 37.00
1271, 232.14
1272, 24.96
1273, -45.40
1274, 301.87
1275, 266.42
1276, 245.16
1277, 270.41
1278, 213.09
1279, 253.11
1280, 256.88
1281, 262.56
1282, 165.67
1283, 57.05
1284, 3.55
1285, 261.27
1286, 264.13
1287, 259.66
1288, 264.00
1289, 264.95
1290, 95.21
1291, 277.87
1292, 274.30
1293, -54.07
1294, 228.48
1295, 277.15
1296, 244.15
1297, 168.18
1298, 282.98
1299, 6.97
1300, 289.83
1301, 249.25
1302, 253.15
1303, 268.37
1304, -11.83
1305, 259.29
1306, 209.24
1307, -106.71
1308, 202.78
1309, 294.61
1310, 38.73
1311, 253.71
1312, 256.67
1313, 258.97
1314, 270.53
1315, 228.67
1316, 278.12
1317, 266.84
1318, 2.71
1319, 221.88
1320, 32.48
1321, 203.15
1322, 36.29
1323, 254.22
1324, 270.63
1325, 36.81
1326, 216.59
1327, 16.70
1328, 2.03
1329, 144.84
1330, 281.15
1331, 270.40
1332, 258.64
1333, 264.25
1334, 38.05
1335, 238.63
1336, 171.89
1337, 40.88
1338, 254.63
1339, -2.44
1340, 256.54
1341, 278.47
1342, 236.54
1343, 284.18
1344, 218.75
1345, 247.34
1346, 256.50
1347, 262.59
1348, 38.15
1349, 288.93
1350, 251.29
1351, 212.15
1352, 144.36
1353, 292.48
1354, 252.63
1355, 252.54
1356, 243.64
1357, 256.86
1358, 256.33
1359, 261.07
1360, 248.26
1361, 229.46
1362, 243.85
1363, 63.98
1364, 274.48
1365, 289.14
1366, 278.29
1367, -26.28
1368, 29.17
1369, 271.07
1370, 246.99
1371, 258.79
1372, 204.78
1373, 264.87
1374, 280.75
1375, 276.98
1376, 294.24
1377, 250.32
1378, 280.51
1379, 274.00
1380, 52.36
1381, 273.01
1382, 276.83
1383, 259.32
1384, 221.60
1385, 253.12
1386, 250.93
1387, 277.78
1388, 258.50
1389, 285.80
1390, 299.19
1391, 47.91
1392, 288.33
1393, 258.87
1394, 31.97
1395, 231.13
1396, 210.38
1397, 69.70
1398, 239.47
1399, 235.93
1400, 257.28
1401, 244.91
1402, 60.15
1403, 285.82
1404, 257.55
1405, 251.88
1406, 249.03
1407, 256.69
1408, 45.39
1409, 198.41
1410, 236.89
1411, 241.90
1412, 256.10
1413, 257.16
1414, 43.60
1415, 277.23
1416, 53.94
1417, 256.83
1418, 55.28
1419, 311.75
1420, 45.02
1421, 33.64
1422, 203.45
1423, 29.95
1424, 14.67
1425, 240.82
1426, 274.33
1427, 284.83
1428, 213.13
1429, 29.80
1430, 6.83
1431, 302.79
1432, 266.65
1433, 246.01
1434, 265.44
1435, 273.58
1436, 241.97
1437, -13.56
1438, 247.65
1439, 247.10
1440, 272.73
1441, 289.11
1442, 45.87
1443, 272.62
1444, 251.98
1445, 242.75
1446, 291.95
1447, 236.41
1448, 268.58
1449, 250.11
1450, 238.16
1451, 232.32
1452, 255.30
1453, 251.85
1454, 32.50
1455, 257.17
1456, 258.06
1457, 288.83
1458, 49.11
1459, 255.15
1460, 11.67
1461, 276.53
1462, 269.48
1463, 291.98
1464, 42.71
1465, 256.30
1466, 228.32
1467, 264.34
1468, 278.20
1469, 295.49
1470, 244.80
1471, 281.45
1472, 30.03
1473, 45.35
1474, 279.69
1475, 282.66
1476, 295.38
1477, 278.45
1478, 244.92
1479, 274.86
1480, 254.89
1481, 264.84
1482, 276.07
1483, 239.25
1484, 119.07
1485, 299.00
1486, 48.21
1487, 272.33
1488, 260.37
1489, 288.67
1490, 264.54
1491, 279.06
1492, 281.12
1493, 295.11
1494, 255.77
1495, 272.57
1496, 257.61
1497, 250.07
1498, 274.09
1499, 241.85
1500, 269.66
1501, 262.02
1502, 274.92
1503, 267.15
1504, 202.40
1505, 290.18
1506, 236.28
1507, 252.22
1508, 258.46
1509, 296.16
1510, 278.36
1511, 248.78
1512, 266.87
1513, 270.73
1514, 272.31
1515, 50.48
1516, 246.42
1517, 228.63
1518, 225.46
1519, 262.34
1520, 269.48
1521, 268.66
1522, 23.29
1523, 257.30
1524, 280.65
1525, 248.56
1526, 236.19
1527, 237.50
1528, 261.80
1529, 195.16
1530, 263.39
1531, 294.83
1532, 272.91
1533, 253.50
1534, 283.18
1535, 247.90
1536, 259.29
1537, 260.93
1538, 267.97
1539, 218.32
1540, 26.94
1541, 264.58
1542, 237.02
1543, 284.27
1544, 261.24
1545, 267.87
1546, 288.34
1547, 257.22
1548, 249.81
1549, 228.91
1550, 281.85
1551, 33.79
1552, 224.13
1553, 258.75
1554, 242.94
1555, 287.03
1556, 216.31
1557, 248.13
1558, 248.76
1559, 288.60
1560, 202.34
1561, 68.24
1562, 267.52
1563, 260.94
1564, 213.42
1565, 231.29
1566, 252.28
1567, 53.31
1568, 284.48
1569, 253.46
1570, 251.05
1571, 271.86
1572, 257.35
1573, 271.05
1574, 239.14
1575, 274.09
1576, 74.30
1577, 265.37
1578, 246.45
1579, 280.29
1580, 266.86
1581, 271.15
1582, 246.75
1583, 24.05
1584, 28.72
1585, 281.98
1586, 262.95
1587, 289.57
1588, 261.94
1589, 11.55
1590, 250.76
1591, 290.40
1592, 273.92
1593, 285.03
1594, 271.21
1595, 273.47
1596, 273.97
1597, 262.58
1598, 246.02
1599, 272.56
