# Episodio, Score
263, -27.40
264, 56.45
265, 14.78
266, 91.84
267, -123.95
268, -26.86
269, -9.28
270, -163.01
271, 102.79
272, 18.54
273, -66.52
274, -12.54
275, -76.85
276, 14.23
277, -79.86
278, -33.02
279, 245.39
280, -151.84
281, 201.16
282, -91.14
283, -2.22
284, -2.30
285, -293.34
286, -43.05
287, -182.30
288, -8.47
289, 143.64
290, 113.76
291, -251.12
292, 37.64
293, 196.58
294, 80.47
295, 148.98
296, -11.89
297, -32.71
298, 39.65
299, -154.97
300, -22.16
301, 35.74
302, -104.10
303, -71.51
304, 116.82
305, -40.19
306, 218.90
307, 109.07
308, -114.89
309, 145.15
310, 76.22
311, 86.15
312, 4.53
313, -58.79
314, 9.31
315, 76.12
316, 124.14
317, 234.97
318, -18.61
319, 83.01
320, -17.76
321, -64.73
322, 84.52
323, 105.41
324, -58.54
325, -3.87
326, 182.43
327, 194.70
328, 161.10
329, 106.81
330, 34.81
331, 166.34
332, 86.09
333, 8.75
334, 90.42
335, 147.16
336, -16.70
337, -39.27
338, 225.80
339, -55.84
340, 170.85
341, 66.82
342, 211.71
343, 91.38
344, -45.30
345, 179.85
346, 112.95
347, -26.12
348, 38.23
349, 161.64
350, 66.89
351, 64.39
352, -69.02
353, 171.43
354, -29.61
355, 212.58
356, 197.11
357, 106.56
358, 144.27
359, 181.23
360, 206.56
361, 100.47
362, -2.78
363, 270.54
364, -21.39
365, -78.34
366, 187.22
367, 183.70
368, 239.66
369, 22.18
370, -96.33
371, 38.02
372, 207.34
373, 162.13
374, 205.35
375, 102.98
376, 145.96
377, 25.37
378, 64.81
379, 55.81
380, 83.22
381, -100.13
382, -62.11
383, 143.26
384, 146.59
385, -40.59
386, 230.13
387, 235.18
388, 149.58
389, 210.58
390, -64.04
391, 133.52
392, 164.97
393, 181.30
394, 209.07
395, 223.64
396, -137.09
397, 149.59
398, 206.09
399, 210.31
400, 153.07
401, 52.97
402, 207.59
403, 194.71
404, 191.12
405, 171.89
406, 191.37
407, 202.80
408, 184.99
409, -79.55
410, 208.29
411, 244.52
412, 179.14
413, 191.94
414, 178.41
415, 115.90
416, -0.86
417, 170.61
418, 230.84
419, 188.03
420, 178.84
421, -116.63
422, 219.51
423, -31.09
424, 208.08
425, 184.84
426, -196.89
427, 205.10
428, -103.84
429, 145.83
430, 42.49
431, 198.91
432, 171.46
433, 199.67
434, 257.47
435, 100.03
436, -32.23
437, 123.77
438, -78.28
439, -77.69
440, 250.96
441, 236.65
442, 177.51
443, -81.96
444, 152.16
445, 210.52
446, 134.58
447, 20.06
448, -161.14
449, 181.37
450, 241.33
451, 215.12
452, 213.47
453, 179.62
454, 0.28
455, 174.76
456, -61.11
457, -83.29
458, -85.28
459, 147.79
460, 171.84
461, 194.43
462, -47.17
463, -138.25
464, 195.20
465, 207.24
466, 183.62
467, -92.42
468, -62.95
469, -20.83
470, -71.00
471, -233.45
472, 147.65
473, 169.06
474, 227.64
475, 79.35
476, 227.23
477, 138.09
478, -47.46
479, 225.78
480, 15.43
481, 133.40
482, 128.31
483, -129.52
484, -118.35
485, 192.60
486, 130.69
487, 203.05
488, 230.49
489, 176.64
490, -102.55
491, 226.05
492, -92.49
493, 248.96
494, 159.96
495, 190.35
496, 233.90
497, 128.14
498, 187.95
499, 257.31
500, 134.12
501, 240.57
502, 127.01
503, -111.40
504, 173.19
505, 235.23
506, -81.94
507, -261.36
508, 257.38
509, 215.56
510, 256.83
511, 220.42
512, 185.63
513, -108.60
514, 160.24
515, 201.10
516, 188.27
517, -191.02
518, 175.41
519, 2.61
520, 198.37
521, 211.32
522, -148.62
523, 217.86
524, 217.40
525, 44.48
526, 218.56
527, -110.12
528, 187.28
529, 113.14
530, 218.31
531, 133.90
532, -202.84
533, 113.87
534, 205.07
535, 246.28
536, 190.81
537, -168.77
538, 179.95
539, 208.91
540, 237.43
541, -230.25
542, 186.06
543, -271.80
544, 93.21
545, -133.40
546, -142.24
547, 222.11
548, 230.25
549, -145.49
550, -16.46
551, 204.42
552, 220.94
553, -12.91
554, 260.32
555, 114.42
556, 226.60
557, 200.41
558, 133.60
559, 174.29
560, -144.96
561, 228.17
562, 270.88
563, 208.64
564, -132.38
565, 236.72
566, -142.75
567, -5.95
568, 178.62
569, -208.22
570, 277.60
571, 194.91
572, 179.73
573, 202.67
574, -72.05
575, 196.63
576, -123.12
577, 292.69
578, 118.18
579, 274.48
580, 201.31
581, -215.69
582, 183.24
583, 244.52
584, 261.18
585, -27.19
586, 131.70
587, 0.31
588, 52.85
589, 239.93
590, 208.81
591, -19.28
592, 250.25
593, 6.18
594, 260.64
595, 104.51
596, 244.19
597, 208.00
598, 166.62
599, -56.51
600, 224.57
601, 209.67
602, 47.25
603, 183.87
604, 185.83
605, 240.22
606, 234.27
607, 280.91
608, 66.87
609, 1.10
610, -9.70
611, 223.48
612, 109.56
613, 105.95
614, -20.89
615, 265.40
616, 179.89
617, 49.42
618, 1.16
619, 217.54
620, 168.32
621, 272.68
622, 114.43
623, 227.96
624, 159.77
625, 218.36
626, 206.34
627, 259.39
628, 233.64
629, 192.84
630, 226.72
631, -35.59
632, 202.21
633, -50.37
634, 227.91
635, -175.91
636, 205.34
637, 200.39
638, 173.17
639, 202.86
640, 250.20
641, 108.12
642, 221.70
643, 235.48
644, 208.83
645, 196.97
646, 172.73
647, 190.60
648, 275.28
649, 201.11
650, -55.54
651, 270.21
652, 174.49
653, 229.96
654, 132.17
655, 206.86
656, 249.12
657, 261.28
658, 181.76
659, 217.84
660, 226.52
661, 236.07
662, 13.10
663, 193.07
664, 191.88
665, 171.55
666, 248.21
667, -2.50
668, -54.57
669, 132.26
670, 173.85
671, 210.68
672, 6.35
673, 199.03
674, -5.99
675, 177.69
676, 199.81
677, 223.99
678, 180.52
679, 206.50
680, 160.17
681, 94.84
682, 19.25
683, 196.26
684, -8.08
685, -9.69
686, 218.28
687, 214.54
688, 16.29
689, 225.99
690, -0.27
691, -17.53
692, -26.51
693, 23.64
694, 253.43
695, 236.04
696, 159.55
697, 136.95
698, 235.76
699, 231.59
700, 220.38
701, 227.00
702, 258.69
703, 214.93
704, 3.60
705, 256.47
706, 9.39
707, -72.69
708, 237.53
709, -54.60
710, 132.82
711, 259.59
712, -32.52
713, -32.88
714, 12.57
715, 227.48
716, -102.81
717, 205.44
718, 249.03
719, 196.11
720, 250.92
721, 253.81
722, -86.86
723, 226.55
724, 40.45
725, 247.82
726, 190.43
727, 214.60
728, 181.52
729, -63.40
730, 19.52
731, -20.05
732, 233.10
733, 58.68
734, 146.98
735, 19.14
736, 201.46
737, 165.33
738, 252.82
739, 204.31
740, 243.27
741, -35.69
742, 216.45
743, 106.32
744, 216.28
745, 274.96
746, 206.10
747, 228.55
748, 136.59
749, 232.95
750, 244.05
751, 183.75
752, 226.61
753, 196.44
754, 32.59
755, 223.16
756, 242.52
757, 255.43
758, 178.16
759, 246.17
760, 197.98
761, 220.62
762, 231.42
763, 196.54
764, 217.46
765, 197.95
766, 216.53
767, 237.11
768, 230.54
769, 256.84
770, -25.15
771, 242.71
772, 18.61
773, 207.91
774, 244.66
775, 229.15
776, 217.98
777, -83.17
778, 235.01
779, 246.16
780, 169.51
781, 180.80
782, 143.82
783, -97.25
784, 188.77
785, 207.42
786, 9.55
787, 259.89
788, 217.48
789, 252.30
790, 230.39
791, 217.18
792, 268.10
793, 218.80
794, 193.16
795, 234.58
796, 261.11
797, 209.92
798, -4.83
799, 171.26
800, -28.44
801, -6.33
802, 244.26
803, -6.72
804, 173.52
805, 245.43
806, 239.57
807, 156.43
808, 220.76
809, 240.54
810, 223.31
811, 200.42
812, 237.86
813, -5.56
814, 223.30
815, 225.30
816, 181.28
817, 216.05
818, 201.82
819, 256.21
820, 244.57
821, 236.67
822, -51.68
823, 200.62
824, 227.16
825, 209.88
826, 223.08
827, 265.61
828, -56.28
829, 230.35
830, 179.82
831, -15.33
832, 215.67
833, 202.07
834, 233.62
835, 170.78
836, 262.21
837, 258.39
838, -27.93
839, 244.33
840, 238.24
841, 193.92
842, 255.88
843, 15.62
844, 247.74
845, -5.71
846, -30.21
847, -28.92
848, 82.97
849, -38.89
850, 235.02
851, -184.39
852, 228.26
853, 178.75
854, 226.23
855, 264.14
856, 249.74
857, -20.88
858, -36.24
859, 208.36
860, 253.25
861, 182.74
862, 195.25
863, 235.08
864, 220.26
865, 225.66
866, 242.89
867, 245.07
868, -31.26
869, -32.99
870, 255.75
871, 208.39
872, 233.31
873, 241.52
874, 266.07
875, -48.12
876, 255.18
877, 220.19
878, 252.25
879, 28.41
880, 226.71
881, 94.85
882, 235.17
883, 183.66
884, 234.91
885, 231.47
886, 49.03
887, 232.59
888, -158.61
889, 255.40
890, 246.56
891, 226.11
892, 21.67
893, 30.30
894, 230.49
895, -6.80
896, 236.39
897, 124.41
898, 261.29
899, 214.37
900, 176.65
901, 234.96
902, 192.37
903, 291.59
904, -43.66
905, 181.16
906, 130.59
907, 232.35
908, 217.42
909, 272.17
910, -46.71
911, 1.17
912, 210.89
913, 228.50
914, 189.54
915, 227.30
916, 270.40
917, 222.79
918, 246.79
919, 195.04
920, 182.63
921, 200.26
922, 216.27
923, 264.24
924, 99.02
925, 115.82
926, 25.14
927, 212.93
928, 191.76
929, 219.49
930, 220.18
931, 225.58
932, 141.48
933, 230.62
934, -49.88
935, 107.15
936, 241.51
937, -67.24
938, 235.46
939, 82.81
940, 202.47
941, 218.84
942, 245.47
943, 106.71
944, 257.70
945, 191.17
946, 228.82
947, 211.78
948, 236.03
949, 267.80
950, 177.96
951, 268.99
952, 236.08
953, 168.20
954, 216.15
955, 259.87
956, 213.07
957, 209.01
958, 236.37
959, 246.80
960, 284.04
961, 239.07
962, 239.40
963, 213.61
964, 228.47
965, 265.51
966, 151.77
967, 245.00
968, 22.75
969, 275.40
970, 250.40
971, 245.99
972, 49.02
973, 231.79
974, 215.42
975, 248.16
976, 226.38
977, 267.19
978, 223.47
979, 239.57
980, 237.30
981, 74.57
982, 172.50
983, 259.60
984, 62.97
985, -5.22
986, 221.75
987, 234.87
988, -39.25
989, 246.10
990, 225.77
991, 240.99
992, 204.83
993, 268.98
994, 211.75
995, 254.23
996, 273.41
997, 231.35
998, 229.85
999, 241.98
1000, 266.98
1001, 269.91
1002, 245.35
1003, 228.58
1004, 102.31
1005, 228.37
1006, 235.01
1007, 224.20
1008, 202.04
1009, 207.56
1010, -39.08
1011, 258.00
1012, 267.70
1013, 210.37
1014, -27.59
1015, -16.96
1016, 274.89
1017, 242.96
1018, 244.41
1019, 58.66
1020, 244.97
1021, 234.26
1022, 252.60
1023, -28.53
1024, 214.79
1025, 250.71
1026, 72.27
1027, 254.73
1028, -12.55
1029, 248.57
1030, -4.86
1031, 217.95
1032, 237.48
1033, 271.63
1034, 204.87
1035, 208.16
1036, 248.90
1037, 261.09
1038, 272.25
1039, 244.40
1040, 264.90
1041, 169.38
1042, 1.76
1043, 51.90
1044, 217.98
1045, 257.52
1046, 225.74
1047, 232.25
1048, 269.41
1049, 215.99
1050, 289.29
1051, 141.10
1052, 260.59
1053, 219.36
1054, 230.05
1055, 239.75
1056, 246.77
1057, 244.52
1058, 270.20
1059, 190.06
1060, 272.75
1061, -119.74
1062, 20.61
1063, 260.24
1064, 243.74
1065, -3.78
1066, 259.69
1067, 268.15
1068, 195.94
1069, 277.63
1070, 4.42
1071, 253.03
1072, 238.78
1073, 273.96
1074, 224.47
1075, 259.48
1076, 290.28
1077, 229.87
1078, 244.15
1079, 253.23
1080, 233.81
1081, 229.54
1082, 242.48
1083, 270.57
1084, 252.46
1085, 276.27
1086, 51.13
1087, 215.87
1088, 250.90
1089, 290.71
1090, -0.47
1091, 277.04
1092, 283.61
1093, 276.95
1094, 281.71
1095, 279.47
1096, 235.42
1097, 256.94
1098, 213.82
1099, 259.79
1100, 248.44
1101, 268.33
1102, 284.47
1103, -35.78
1104, 267.39
1105, 236.86
1106, 234.95
1107, 171.61
1108, 239.60
1109, 235.09
1110, 256.19
1111, 288.71
1112, 281.08
1113, 238.91
1114, 237.53
1115, -132.06
1116, 281.60
1117, 264.47
1118, 260.14
1119, -18.12
1120, 237.66
1121, 280.26
1122, 276.48
1123, 265.47
1124, 234.31
1125, 234.15
1126, 48.00
1127, 227.03
1128, 194.87
1129, 195.57
1130, 225.10
1131, 237.28
1132, 235.32
1133, 193.88
1134, 242.72
1135, -13.74
1136, 184.05
1137, 272.81
1138, 256.81
1139, 247.49
1140, 226.27
1141, 273.71
1142, 46.50
1143, 227.72
1144, 241.88
1145, 286.50
1146, 237.78
1147, 275.61
1148, 285.66
1149, 252.95
1150, 252.99
1151, 273.17
1152, 271.38
1153, 232.30
1154, -37.96
1155, 251.66
1156, 286.82
1157, 268.39
1158, 204.83
1159, 49.15
1160, 269.71
1161, 285.71
1162, 229.78
1163, -11.92
1164, 226.90
1165, 290.13
1166, 244.18
1167, 240.80
1168, 224.17
1169, 246.49
1170, 235.95
1171, 246.68
1172, 246.92
1173, 260.44
1174, -151.97
1175, 282.51
1176, 108.69
1177, 249.35
1178, 167.17
1179, 247.42
1180, 233.03
1181, 236.46
1182, -142.28
1183, 234.39
1184, 3.98
1185, 236.89
1186, 239.96
1187, -15.34
1188, 229.52
1189, 255.52
1190, 241.13
1191, 9.24
1192, 125.30
1193, 250.29
1194, -106.86
1195, 271.34
1196, 228.07
1197, 239.82
1198, 213.68
1199, 264.76
1200, 221.32
1201, 294.52
1202, 265.54
1203, 249.89
1204, 131.72
1205, 259.89
1206, 294.88
1207, 134.94
1208, 257.27
1209, 262.60
1210, 286.40
1211, 238.85
1212, 193.93
1213, 268.40
1214, 261.42
1215, 82.79
1216, 247.03
1217, 286.71
1218, -295.78
1219, 240.89
1220, 269.70
1221, 247.61
1222, 223.59
1223, 250.69
1224, 253.16
1225, 269.49
1226, 251.40
1227, 232.44
1228, -112.11
1229, 230.04
1230, 295.77
1231, 292.76
1232, 277.96
1233, 257.69
1234, 228.98
1235, 255.85
1236, 234.31
1237, 291.18
1238, 278.46
1239, 271.38
1240, 264.51
1241, 34.52
1242, 262.74
1243, 264.16
1244, 270.09
1245, 63.08
1246, 282.77
1247, 243.73
1248, 256.62
1249, 287.84
1250, 249.39
1251, 269.48
1252, 66.10
1253, 246.44
1254, 252.18
1255, 274.96
1256, 272.89
1257, 250.79
1258, 239.76
1259, 237.97
1260, 238.15
1261, 22.31
1262, 257.53
1263, -12.17
1264, 261.65
1265, 260.74
1266, 33.26
1267, 234.48
1268, 232.23
1269, 264.16
1270, 266.53
1271, 33.38
1272, 232.34
1273, 13.66
1274, 259.89
1275, 21.54
1276, 39.36
1277, 253.77
1278, 254.55
1279, 265.94
1280, 249.92
1281, 45.30
1282, 225.86
1283, 33.47
1284, 232.32
1285, 29.62
1286, 29.06
1287, 35.88
1288, -32.07
1289, 244.72
1290, 28.70
1291, 20.96
1292, 27.78
1293, 26.72
1294, 40.81
1295, 34.91
1296, 261.69
1297, -19.81
1298, 65.02
1299, 10.78
1300, 19.35
1301, 268.05
1302, 25.30
1303, 246.22
1304, 253.34
1305, 54.41
1306, 263.73
1307, 227.99
1308, 244.79
1309, 168.69
1310, 310.57
1311, 250.07
1312, 238.05
1313, 17.94
1314, 255.53
1315, 275.47
1316, 2.90
1317, 250.31
1318, 260.72
1319, 263.36
1320, 250.04
1321, -38.54
1322, 241.92
1323, 261.32
1324, 33.04
1325, 264.48
1326, 283.88
1327, -4.70
1328, 272.50
1329, 246.39
1330, 6.22
1331, 242.64
1332, 290.07
1333, 275.22
1334, 3.09
1335, 32.93
1336, 271.44
1337, 264.55
1338, 59.04
1339, 10.50
1340, 266.84
1341, 13.47
1342, 26.28
1343, 6.66
1344, 208.55
1345, -21.69
1346, 224.15
1347, 303.92
1348, 21.51
1349, 93.59
1350, 11.48
1351, 264.22
1352, 30.81
1353, 253.69
1354, 260.42
1355, 254.70
1356, 256.87
1357, 256.13
1358, 230.52
1359, 206.99
1360, 269.05
1361, 10.39
1362, 11.92
1363, 256.89
1364, 37.90
1365, 276.83
1366, 279.06
1367, 59.62
1368, 199.64
1369, 30.17
1370, 285.69
1371, 268.26
1372, 236.87
1373, 284.94
1374, 278.09
1375, 272.11
1376, 33.02
1377, 278.27
1378, 274.75
1379, 251.17
1380, 50.01
1381, 295.11
1382, -155.85
1383, 192.22
1384, 163.57
1385, -7.51
1386, 288.06
1387, -28.48
1388, 270.48
1389, 261.73
1390, 236.80
1391, 276.46
1392, 20.43
1393, -19.45
1394, -84.06
1395, 4.68
1396, -121.66
1397, 249.89
1398, 239.06
1399, 267.12
1400, -379.39
1401, -105.20
1402, 262.87
1403, -111.06
1404, -59.49
1405, 271.18
1406, 279.85
1407, -18.34
1408, 279.03
1409, 286.21
1410, 271.43
1411, -141.20
1412, -391.11
1413, 272.09
1414, 5.38
1415, 237.31
1416, 264.62
1417, 256.83
1418, 222.91
1419, 215.65
1420, -41.79
1421, 161.75
1422, 282.78
1423, -24.58
1424, 267.03
1425, 260.56
1426, 255.09
1427, -39.70
1428, -25.83
1429, 265.91
1430, -8.54
1431, 10.35
1432, -17.63
1433, 264.08
1434, -15.95
1435, 255.24
1436, 42.28
1437, -92.72
1438, -24.60
1439, -22.86
1440, -90.88
1441, 4.67
1442, -0.90
1443, 63.70
1444, 257.26
1445, -29.80
1446, -14.35
1447, -27.83
1448, 234.91
1449, 274.98
1450, 253.73
1451, 30.06
1452, 248.91
1453, -123.60
1454, -159.27
1455, 292.46
1456, 259.93
1457, -21.69
1458, 266.66
1459, 188.10
1460, 272.80
1461, 7.25
1462, -7.76
1463, 243.75
1464, 279.03
1465, -117.34
1466, 0.43
1467, 274.44
1468, 284.92
1469, -107.49
1470, 268.71
1471, 57.04
1472, -14.34
1473, 276.23
1474, -3.21
1475, -38.80
1476, 280.42
1477, 263.86
1478, 279.40
1479, 252.77
1480, 31.91
1481, 0.61
1482, 253.46
1483, -112.02
1484, 254.63
1485, -26.73
1486, -118.08
1487, 275.38
1488, 264.77
1489, 192.93
1490, 247.45
1491, -37.21
1492, 246.48
1493, 257.71
1494, -37.55
1495, -29.74
1496, 237.74
1497, -23.51
1498, -35.82
1499, -36.20
