# Episodio, Score_Promedio_50ep
972, 148.95
973, 151.21
974, 152.08
975, 148.29
976, 148.95
977, 148.95
978, 153.03
979, 157.90
980, 163.11
981, 160.79
982, 161.38
983, 158.55
984, 154.43
985, 154.19
986, 156.09
987, 165.98
988, 166.09
989, 161.37
990, 158.28
991, 163.54
992, 160.14
993, 162.35
994, 160.29
995, 159.89
996, 160.04
997, 160.58
998, 158.77
999, 158.69
1000, 160.27
1001, 164.41
1002, 163.11
1003, 156.17
1004, 155.65
1005, 160.70
1006, 158.56
1007, 153.76
1008, 154.41
1009, 153.44
1010, 158.09
1011, 158.23
1012, 155.24
1013, 157.76
1014, 157.72
1015, 158.09
1016, 163.31
1017, 164.06
1018, 171.39
1019, 173.13
1020, 170.32
1021, 172.82
1022, 173.02
1023, 172.21
1024, 172.41
1025, 176.91
1026, 176.63
1027, 172.81
1028, 172.87
1029, 173.70
1030, 172.16
1031, 176.39
1032, 176.48
1033, 180.38
1034, 185.69
1035, 186.08
1036, 185.74
1037, 184.67
1038, 180.88
1039, 186.33
1040, 187.85
1041, 186.94
1042, 186.13
1043, 185.69
1044, 191.92
1045, 195.68
1046, 195.40
1047, 195.41
1048, 199.22
1049, 199.49
1050, 199.18
1051, 199.36
1052, 200.54
1053, 201.54
1054, 196.69
1055, 196.96
1056, 199.61
1057, 204.39
1058, 208.75
1059, 204.92
1060, 201.76
1061, 201.84
1062, 206.57
1063, 204.33
1064, 202.80
1065, 203.13
1066, 203.25
1067, 202.90
1068, 201.68
1069, 205.27
1070, 209.58
1071, 204.70
1072, 205.14
1073, 205.94
1074, 201.63
1075, 201.81
1076, 201.73
1077, 200.98
1078, 199.68
1079, 194.93
1080, 197.09
1081, 197.39
1082, 197.08
1083, 197.35
1084, 197.21
1085, 197.40
1086, 197.67
1087, 198.72
1088, 197.91
1089, 195.94
1090, 199.06
1091, 199.75
1092, 205.10
1093, 205.80
1094, 205.18
1095, 205.04
1096, 201.12
1097, 200.45
1098, 197.43
1099, 191.93
1100, 188.75
1101, 183.85
1102, 183.76
1103, 187.71
1104, 192.98
1105, 193.15
1106, 192.84
1107, 187.60
1108, 183.61
1109, 187.97
1110, 190.87
1111, 185.84
1112, 186.17
1113, 188.39
1114, 185.32
1115, 180.96
1116, 176.11
1117, 171.26
1118, 168.11
1119, 162.87
1120, 158.26
1121, 162.49
1122, 162.34
1123, 162.44
1124, 167.03
1125, 166.70
1126, 166.44
1127, 167.28
1128, 168.61
1129, 172.85
1130, 167.45
1131, 167.61
1132, 168.22
1133, 168.49
1134, 168.18
1135, 168.41
1136, 168.63
1137, 168.32
1138, 172.71
1139, 169.66
1140, 164.96
1141, 164.96
1142, 164.90
1143, 164.02
1144, 164.86
1145, 165.36
1146, 165.61
1147, 166.21
1148, 165.00
1149, 170.49
1150, 173.60
1151, 178.07
1152, 178.62
1153, 176.01
1154, 176.73
1155, 172.65
1156, 173.65
1157, 178.95
1158, 183.16
1159, 183.84
1160, 183.85
1161, 188.36
1162, 187.83
1163, 187.81
1164, 192.69
1165, 192.37
1166, 197.10
1167, 200.01
1168, 192.19
1169, 197.18
1170, 201.06
1171, 196.05
1172, 196.36
1173, 191.15
1174, 190.97
1175, 190.88
1176, 190.86
1177, 194.98
1178, 195.33
1179, 195.57
1180, 200.23
1181, 199.97
1182, 200.11
1183, 199.01
1184, 198.80
1185, 198.70
1186, 197.38
1187, 198.01
1188, 198.16
1189, 202.94
1190, 208.20
1191, 208.06
1192, 208.10
1193, 205.05
1194, 205.43
1195, 205.00
1196, 209.36
1197, 207.99
1198, 212.56
1199, 206.20
1200, 201.63
1201, 201.85
1202, 201.50
1203, 205.64
1204, 203.17
1205, 198.97
1206, 197.67
1207, 193.48
1208, 192.72
1209, 191.40
1210, 191.80
1211, 190.54
1212, 184.88
1213, 179.45
1214, 177.25
1215, 176.66
1216, 176.62
1217, 172.18
1218, 184.73
1219, 185.07
1220, 185.77
1221, 191.07
1222, 190.41
1223, 195.11
1224, 194.36
1225, 194.49
1226, 194.94
1227, 193.28
1228, 193.05
1229, 193.52
1230, 193.92
1231, 194.75
1232, 194.43
1233, 194.74
1234, 194.46
1235, 193.91
1236, 189.96
1237, 189.58
1238, 184.76
1239, 184.48
1240, 179.44
1241, 179.19
1242, 174.71
1243, 178.04
1244, 177.01
1245, 176.07
1246, 175.20
1247, 176.40
1248, 172.31
1249, 178.51
1250, 177.84
1251, 178.51
1252, 177.80
1253, 173.72
1254, 175.79
1255, 184.02
1256, 184.65
1257, 189.15
1258, 185.40
1259, 185.36
1260, 185.60
1261, 187.05
1262, 192.92
1263, 197.68
1264, 199.36
1265, 199.44
1266, 199.22
1267, 200.70
1268, 196.19
1269, 195.77
1270, 195.70
1271, 195.25
1272, 195.22
1273, 195.62
1274, 191.67
1275, 187.09
1276, 183.39
1277, 185.66
1278, 185.54
1279, 183.85
1280, 183.89
1281, 182.36
1282, 182.06
1283, 177.67
1284, 176.80
1285, 177.01
1286, 181.82
1287, 181.55
1288, 182.09
1289, 182.08
1290, 186.16
1291, 186.49
1292, 189.38
1293, 189.52
1294, 188.61
1295, 184.43
1296, 184.92
1297, 185.31
1298, 184.97
1299, 184.02
1300, 189.50
1301, 187.84
1302, 188.23
1303, 192.45
1304, 192.05
1305, 192.14
1306, 190.80
1307, 185.96
1308, 190.18
1309, 191.20
1310, 190.29
1311, 190.39
1312, 189.88
1313, 186.47
1314, 186.18
1315, 191.06
1316, 187.12
1317, 192.15
1318, 192.03
1319, 193.01
1320, 193.29
1321, 193.93
1322, 194.50
1323, 189.67
1324, 193.84
1325, 198.70
1326, 201.93
1327, 196.72
1328, 197.43
1329, 198.79
1330, 198.19
1331, 198.68
1332, 198.26
1333, 198.37
1334, 198.84
1335, 198.68
1336, 194.51
1337, 189.81
1338, 194.26
1339, 194.90
1340, 194.62
1341, 194.47
1342, 196.42
1343, 196.91
1344, 198.02
1345, 203.02
1346, 203.86
1347, 199.80
1348, 204.72
1349, 204.26
1350, 199.37
1351, 200.68
1352, 201.39
1353, 197.47
1354, 197.17
1355, 197.47
1356, 199.32
1357, 202.90
1358, 203.00
1359, 202.25
1360, 197.22
1361, 196.71
1362, 197.14
1363, 196.34
1364, 193.65
1365, 192.08
1366, 194.21
1367, 194.45
1368, 194.26
1369, 192.79
1370, 192.92
1371, 188.26
1372, 188.23
1373, 192.76
1374, 189.40
1375, 189.55
1376, 185.89
1377, 191.38
1378, 191.59
1379, 191.56
1380, 191.38
1381, 192.25
1382, 193.03
1383, 198.20
1384, 198.75
1385, 194.41
1386, 198.52
1387, 203.49
1388, 203.23
1389, 202.68
1390, 203.80
1391, 204.66
1392, 204.44
1393, 204.56
1394, 205.11
1395, 200.49
1396, 199.07
1397, 198.56
1398, 197.60
1399, 199.08
1400, 203.94
1401, 199.71
1402, 198.51
1403, 202.38
1404, 202.83
1405, 202.45
1406, 201.25
1407, 202.09
1408, 202.87
1409, 197.74
1410, 198.81
1411, 199.87
1412, 199.42
1413, 203.70
1414, 206.88
1415, 206.84
1416, 141.52
1417, 141.02
1418, 145.45
1419, 146.36
1420, 146.15
1421, 146.04
1422, 146.25
1423, 146.78
1424, 150.80
1425, 151.04
1426, 155.42
1427, 154.78
1428, 154.36
1429, 154.62
1430, 149.97
1431, 148.83
1432, 148.25
1433, 147.07
1434, 146.85
1435, 150.95
1436, 149.69
1437, 150.10
1438, 149.58
1439, 149.94
1440, 150.15
1441, 144.74
1442, 140.00
1443, 138.71
1444, 138.22
1445, 142.90
1446, 143.35
1447, 147.30
1448, 148.27
1449, 148.04
1450, 147.79
1451, 147.19
1452, 147.17
1453, 147.17
1454, 147.73
1455, 147.06
1456, 148.45
1457, 147.80
1458, 147.30
1459, 152.93
1460, 157.02
1461, 151.47
1462, 151.79
1463, 151.73
1464, 152.12
1465, 149.41
1466, 216.61
1467, 216.59
1468, 216.48
1469, 215.78
1470, 210.30
1471, 208.95
1472, 208.15
1473, 203.23
1474, 203.28
1475, 202.45
1476, 201.70
1477, 200.82
1478, 200.95
1479, 201.22
1480, 206.76
1481, 207.31
1482, 203.16
1483, 202.97
1484, 199.32
1485, 198.91
1486, 200.06
1487, 198.90
1488, 199.26
1489, 199.06
1490, 197.63
1491, 197.39
1492, 202.15
1493, 202.33
1494, 203.48
1495, 203.57
1496, 204.47
1497, 204.06
1498, 198.80
1499, 197.64
1500, 198.04
1501, 197.84
1502, 193.59
1503, 193.32
1504, 185.10
1505, 185.75
1506, 185.76
1507, 186.44
1508, 182.43
1509, 182.78
1510, 182.80
1511, 187.65
1512, 187.49
1513, 187.38
1514, 187.35
1515, 191.60
1516, 191.03
1517, 190.90
1518, 191.31
1519, 192.02
1520, 197.12
1521, 203.12
1522, 203.55
1523, 208.25
1524, 205.40
1525, 196.83
1526, 197.63
1527, 198.85
1528, 197.84
1529, 188.26
1530, 187.97
1531, 188.42
1532, 193.00
1533, 193.80
1534, 197.98
1535, 198.77
1536, 199.29
1537, 200.35
1538, 201.03
1539, 197.16
1540, 197.83
1541, 202.60
1542, 201.54
1543, 203.04
1544, 202.35
1545, 201.68
1546, 200.77
1547, 201.58
1548, 206.43
1549, 202.61
1550, 201.85
1551, 205.35
1552, 210.46
1553, 210.60
1554, 218.15
1555, 216.58
1556, 215.97
1557, 216.09
1558, 218.74
1559, 218.62
1560, 219.20
1561, 219.41
1562, 220.17
1563, 216.19
1564, 216.04
1565, 216.83
1566, 217.00
1567, 216.29
1568, 215.48
1569, 211.30
1570, 212.01
1571, 205.94
1572, 206.02
1573, 206.13
1574, 208.39
1575, 216.71
1576, 216.23
1577, 215.88
1578, 216.46
1579, 224.76
1580, 224.30
1581, 223.76
1582, 223.63
1583, 222.90
1584, 222.84
1585, 223.03
1586, 222.50
1587, 217.45
1588, 217.08
1589, 220.00
1590, 220.45
1591, 221.00
1592, 222.09
1593, 221.44
1594, 220.85
1595, 221.61
1596, 221.91
1597, 221.85
1598, 221.65
1599, 226.29
