# Episodio, Loss
1370, 28.0193
1371, 30.3231
1372, 29.3056
1373, 36.3619
1374, 24.5383
1375, 38.6904
1376, 23.4057
1377, 18.6257
1378, 35.6686
1379, 29.5025
1380, 37.0203
1381, 38.0868
1382, 42.0708
1383, 28.0782
1384, 40.9002
1385, 27.1434
1386, 28.7574
1387, 31.0109
1388, 29.8944
1389, 31.6095
1390, 44.0311
1391, 34.7152
1392, 38.1668
1393, 44.5182
1394, 43.6541
1395, 29.3829
1396, 20.3693
1397, 34.4895
1398, 38.8198
1399, 27.2291
1400, 23.5050
1401, 59.0697
1402, 17.4031
1403, 37.1283
1404, 38.8711
1405, 39.0442
1406, 29.5478
1407, 36.3970
1408, 35.6710
1409, 31.9736
1410, 54.0334
1411, 52.0519
1412, 32.4058
1413, 38.2507
1414, 35.9404
1415, 29.1623
1416, 35.4323
1417, 21.8515
1418, 23.7376
1419, 114.8966
1420, 164.3855
1421, 183.2593
1422, 36.9352
1423, 30.5594
1424, 21.6340
1425, 28.8608
1426, 37.8726
1427, 30.1057
1428, 151.1824
1429, 321.6525
1430, 355.7238
1431, 52.0603
1432, 39.2484
1433, 39.5497
1434, 45.8603
1435, 36.5688
1436, 108.2246
1437, 131.9510
1438, 160.3829
1439, 35.6607
1440, 20.7636
1441, 31.4255
1442, 42.7826
1443, 34.0523
1444, 32.7462
1445, 160.8519
1446, 137.6229
1447, 34.0374
1448, 42.2916
1449, 21.8658
1450, 43.0842
1451, 33.8481
1452, 38.3044
1453, 116.8113
1454, 38.6215
1455, 40.8246
1456, 37.9890
1457, 31.7031
1458, 34.7948
1459, 254.1507
1460, 42.5725
1461, 24.8787
1462, 143.0046
1463, 38.6545
1464, 58.0300
1465, 45.4689
1466, 45.7364
1467, 225.7792
1468, 72.5244
1469, 25.2290
1470, 38.1881
1471, 20.1914
1472, 32.5448
1473, 24.8168
1474, 29.1516
1475, 105.6136
1476, 33.1728
1477, 111.0315
1478, 37.4162
1479, 18.5001
1480, 29.4534
1481, 27.6699
1482, 37.0107
1483, 25.9626
1484, 23.3314
1485, 34.7986
1486, 43.2463
1487, 28.9941
1488, 19.5526
1489, 26.9450
1490, 27.3968
1491, 37.0471
1492, 29.7708
1493, 26.6784
1494, 31.1052
1495, 14.5236
1496, 29.1194
1497, 26.7902
1498, 22.1037
1499, 31.4006
1500, 20.0171
1501, 24.8289
1502, 35.2687
1503, 26.2525
1504, 29.5701
1505, 30.2533
1506, 36.4530
1507, 57.6377
1508, 32.7613
1509, 33.5948
1510, 40.0319
1511, 29.3769
1512, 36.3179
1513, 38.8768
1514, 35.7404
1515, 33.1204
1516, 33.7087
1517, 33.3700
1518, 32.6690
1519, 45.5608
1520, 32.5802
1521, 43.0316
1522, 24.8959
1523, 30.0133
1524, 30.9174
1525, 26.6370
1526, 22.0169
1527, 13.6583
1528, 31.3814
1529, 27.3280
1530, 49.6991
1531, 60.7778
1532, 30.0752
1533, 23.6649
1534, 28.6406
1535, 28.7415
1536, 58.5685
1537, 42.5320
1538, 19.7313
1539, 25.0974
1540, 40.9543
1541, 30.5686
1542, 49.4514
1543, 34.3027
1544, 32.2769
1545, 41.6193
1546, 24.9662
1547, 33.8214
1548, 32.1690
1549, 49.6126
1550, 44.1212
1551, 38.3845
1552, 29.9407
1553, 44.9490
1554, 39.1415
1555, 39.7082
1556, 37.3911
1557, 37.2851
1558, 41.0010
1559, 40.2177
1560, 32.8927
1561, 42.9059
1562, 18.5317
1563, 29.8548
1564, 25.6060
1565, 46.7132
1566, 50.2600
1567, 28.3236
1568, 28.0678
1569, 33.2336
1570, 26.3143
1571, 35.6968
1572, 32.1698
1573, 29.0903
1574, 41.3126
1575, 39.2045
1576, 28.9859
1577, 32.6456
1578, 26.5232
1579, 38.4483
1580, 32.7715
1581, 28.6108
1582, 26.5635
1583, 29.0647
1584, 31.7216
1585, 25.6426
1586, 32.7511
1587, 31.4130
1588, 35.0873
1589, 31.1809
1590, 37.8268
1591, 24.0601
1592, 22.7618
1593, 33.8931
1594, 30.6206
1595, 32.0488
1596, 33.5956
1597, 47.3561
1598, 27.3348
1599, 42.1607
