# Episodio, Score_Promedio_50ep
1033, 227.17
1034, 232.95
1035, 237.49
1036, 237.62
1037, 239.06
1038, 239.00
1039, 239.17
1040, 245.78
1041, 245.76
1042, 240.79
1043, 235.70
1044, 236.40
1045, 236.56
1046, 237.08
1047, 237.37
1048, 238.64
1049, 239.40
1050, 238.58
1051, 238.74
1052, 239.19
1053, 239.82
1054, 239.54
1055, 239.13
1056, 244.37
1057, 238.58
1058, 240.31
1059, 240.54
1060, 240.14
1061, 234.99
1062, 234.00
1063, 234.74
1064, 234.76
1065, 235.44
1066, 235.67
1067, 235.87
1068, 236.15
1069, 236.95
1070, 232.49
1071, 232.45
1072, 232.09
1073, 231.40
1074, 232.81
1075, 228.80
1076, 228.20
1077, 228.51
1078, 227.64
1079, 228.80
1080, 228.29
1081, 228.28
1082, 227.78
1083, 227.48
1084, 227.54
1085, 228.28
1086, 227.41
1087, 226.06
1088, 226.51
1089, 222.52
1090, 223.08
1091, 217.92
1092, 222.66
1093, 223.43
1094, 223.68
1095, 222.73
1096, 217.33
1097, 218.14
1098, 212.48
1099, 206.62
1100, 202.37
1101, 202.01
1102, 202.10
1103, 197.02
1104, 196.88
1105, 198.23
1106, 197.64
1107, 202.59
1108, 202.39
1109, 202.93
1110, 202.94
1111, 208.08
1112, 204.19
1113, 197.57
1114, 197.66
1115, 192.75
1116, 188.59
1117, 188.94
1118, 188.99
1119, 189.62
1120, 189.62
1121, 189.07
1122, 189.21
1123, 189.49
1124, 189.75
1125, 189.37
1126, 189.32
1127, 188.67
1128, 188.52
1129, 189.05
1130, 189.05
1131, 184.23
1132, 184.27
1133, 184.12
1134, 183.66
1135, 183.70
1136, 184.42
1137, 179.77
1138, 179.15
1139, 183.44
1140, 183.66
1141, 188.84
1142, 189.25
1143, 193.02
1144, 192.43
1145, 192.66
1146, 193.88
1147, 193.81
1148, 198.48
1149, 199.07
1150, 203.36
1151, 203.96
1152, 204.16
1153, 209.53
1154, 209.87
1155, 209.64
1156, 205.50
1157, 205.58
1158, 205.60
1159, 205.85
1160, 205.67
1161, 200.78
1162, 204.54
1163, 210.93
1164, 211.28
1165, 211.04
1166, 210.15
1167, 205.84
1168, 206.18
1169, 200.27
1170, 204.30
1171, 204.46
1172, 204.96
1173, 200.01
1174, 199.71
1175, 204.62
1176, 199.41
1177, 199.16
1178, 199.57
1179, 198.52
1180, 193.29
1181, 198.27
1182, 194.15
1183, 194.80
1184, 195.40
1185, 190.38
1186, 190.85
1187, 195.77
1188, 196.61
1189, 195.37
1190, 194.89
1191, 189.98
1192, 185.62
1193, 185.70
1194, 185.93
1195, 186.36
1196, 186.42
1197, 185.68
1198, 181.65
1199, 186.10
1200, 181.56
1201, 177.14
1202, 176.40
1203, 172.46
1204, 168.37
1205, 163.87
1206, 164.42
1207, 164.50
1208, 164.02
1209, 163.67
1210, 159.21
1211, 163.47
1212, 164.13
1213, 161.60
1214, 156.72
1215, 161.83
1216, 166.96
1217, 170.83
1218, 165.13
1219, 165.85
1220, 165.86
1221, 165.55
1222, 164.36
1223, 169.75
1224, 164.41
1225, 163.91
1226, 169.89
1227, 170.01
1228, 169.96
1229, 165.93
1230, 169.92
1231, 169.64
1232, 174.02
1233, 173.58
1234, 173.19
1235, 178.18
1236, 177.66
1237, 178.03
1238, 177.16
1239, 178.30
1240, 178.19
1241, 177.55
1242, 180.63
1243, 180.83
1244, 180.70
1245, 180.97
1246, 183.66
1247, 179.03
1248, 183.06
1249, 183.89
1250, 189.27
1251, 193.13
1252, 193.83
1253, 198.31
1254, 197.14
1255, 201.69
1256, 205.99
1257, 201.28
1258, 202.04
1259, 202.67
1260, 202.21
1261, 195.78
1262, 191.03
1263, 193.19
1264, 198.02
1265, 193.25
1266, 191.93
1267, 192.35
1268, 198.19
1269, 202.59
1270, 203.07
1271, 198.85
1272, 194.80
1273, 194.71
1274, 200.08
1275, 200.81
1276, 195.40
1277, 196.03
1278, 195.78
1279, 199.16
1280, 200.82
1281, 199.64
1282, 199.88
1283, 199.78
1284, 199.39
1285, 195.26
1286, 196.15
1287, 195.54
1288, 190.83
1289, 191.20
1290, 190.67
1291, 196.45
1292, 192.38
1293, 188.11
1294, 187.83
1295, 187.18
1296, 183.90
1297, 189.40
1298, 187.79
1299, 187.63
1300, 181.95
1301, 181.44
1302, 180.70
1303, 179.37
1304, 184.86
1305, 185.22
1306, 184.91
1307, 185.44
1308, 183.11
1309, 181.71
1310, 187.46
1311, 194.11
1312, 199.73
1313, 199.98
1314, 197.69
1315, 198.34
1316, 199.72
1317, 200.01
1318, 198.59
1319, 198.79
1320, 199.21
1321, 204.15
1322, 208.78
1323, 203.67
1324, 201.56
1325, 200.91
1326, 204.16
1327, 203.94
1328, 204.00
1329, 204.56
1330, 204.57
1331, 206.07
1332, 206.38
1333, 205.84
1334, 206.35
1335, 206.19
1336, 200.68
1337, 201.33
1338, 201.76
1339, 196.46
1340, 196.89
1341, 196.58
1342, 201.37
1343, 206.01
1344, 202.00
1345, 196.76
1346, 202.06
1347, 202.26
1348, 204.83
1349, 204.77
1350, 205.03
1351, 206.49
1352, 201.78
1353, 201.32
1354, 200.70
1355, 195.60
1356, 190.91
1357, 194.72
1358, 192.50
1359, 193.59
1360, 193.41
1361, 194.06
1362, 188.82
1363, 189.34
1364, 191.72
1365, 190.81
1366, 182.70
1367, 177.59
1368, 173.05
1369, 173.43
1370, 173.05
1371, 171.64
1372, 171.61
1373, 174.25
1374, 176.02
1375, 176.65
1376, 178.41
1377, 178.94
1378, 178.57
1379, 178.71
1380, 178.11
1381, 173.17
1382, 173.19
1383, 173.35
1384, 173.09
1385, 177.50
1386, 175.65
1387, 175.59
1388, 180.22
1389, 185.05
1390, 180.94
1391, 180.58
1392, 180.70
1393, 181.08
1394, 180.35
1395, 179.64
1396, 178.67
1397, 178.00
1398, 177.25
1399, 175.98
1400, 181.34
1401, 176.75
1402, 181.61
1403, 181.95
1404, 182.42
1405, 186.43
1406, 191.46
1407, 191.95
1408, 191.72
1409, 191.58
1410, 190.95
1411, 190.46
1412, 194.57
1413, 193.83
1414, 193.00
1415, 197.97
1416, 200.73
1417, 204.36
1418, 209.54
1419, 208.48
1420, 208.31
1421, 209.35
1422, 208.73
1423, 206.60
1424, 207.46
1425, 207.38
1426, 207.71
1427, 207.22
1428, 202.84
1429, 202.94
1430, 203.77
1431, 203.04
1432, 202.27
1433, 203.09
1434, 203.85
1435, 204.17
1436, 211.17
1437, 211.54
1438, 211.47
1439, 212.54
1440, 217.04
1441, 217.79
1442, 218.18
1443, 217.95
1444, 222.68
1445, 229.20
1446, 229.14
1447, 229.29
1448, 228.87
1449, 229.88
1450, 229.08
1451, 233.11
1452, 233.08
1453, 233.79
1454, 233.12
1455, 233.90
1456, 233.54
1457, 233.12
1458, 232.72
1459, 232.54
1460, 232.76
1461, 232.84
1462, 227.93
1463, 227.13
1464, 227.95
1465, 228.33
1466, 233.27
1467, 234.77
1468, 234.66
1469, 230.76
1470, 230.18
1471, 225.90
1472, 227.16
1473, 231.22
1474, 225.81
1475, 222.05
1476, 221.23
1477, 220.95
1478, 225.71
1479, 225.93
1480, 218.05
1481, 223.69
1482, 224.48
1483, 224.57
1484, 224.51
1485, 219.45
1486, 218.36
1487, 218.17
1488, 218.42
1489, 217.90
1490, 213.49
1491, 208.41
1492, 208.22
1493, 207.62
1494, 207.73
1495, 203.06
1496, 203.73
1497, 198.03
1498, 198.52
1499, 198.52
